festival_id,name,description,address,lang
109,Interno.Festival folklore 'Pestisorul de aur' Festival de folklore de niños,"FESTIVAL INTERNACIONAL DE FOLCLORE
NIÑOS Y JÓVENES "PEZ DORADO"
Una celebración de Tulcea - una celebración global, una celebración de las tradiciones de todo el mundo
1993 – 2015

Hace muchos años, en 1992, basado en la idea del Prof. Stefan Coman, coreógrafo y coordinador del conjunto folclórico infantil "Doruletul" del Palacio de Niños y Estudiantes de Tulcea, se fundó uno de los festivales internacionales de folclore más grandes para niños y jóvenes del país, con el objetivo de crear una verdadera celebración del folclore de todas partes y reunir a los mensajeros del folclore, niños de todo el país y del extranjero.

Desde la primera edición (1993), el festival de Tulcea contó con la participación de siete conjuntos folclóricos extranjeros (Bulgaria, Grecia, Polonia, Albania, Georgia, Rusia, Moldavia) y diez conjuntos representando diferentes condados (Alba, Bacau, Braila, Constanta, Gorj, Olt, Timis, Nasaud, Suceava, y Prahova Salaj). A estos se sumaron los conjuntos del condado de Tulcea (Isaccea, Cercheza, Glory, Niculitel, Springs, Grecia, Palacio de Niños de Tulcea).

Organizado por el Club Estudiantil de Tulcea, el Inspectorado Escolar del Condado de Tulcea y financiado por el Ministerio de Educación, además del apoyo financiero de muchas empresas, el primer festival resultó ser un éxito al reunir a gran parte de los habitantes de Tulcea. Desde el primer momento del festival, el desfile de trajes folclóricos en las calles fue multitudinario, y más tarde la sala de espectáculos fue asediada por curiosos de todas las edades.

Desde 1995, el Festival está incluido en el calendario de festivales internacionales publicado anualmente por el Consejo Internacional de Organizaciones de Festivales Folclóricos (CIOFF), Sección B de la UNESCO.

El gran número de asistentes obligó prácticamente a los organizadores en los años siguientes a realizar espectáculos al aire libre, fuera de competición.

En 1995, el festival acogió a más de 1.000 participantes provenientes de diez países y 15 condados de Rumanía, financiado en un 48% por el Ministerio de Educación Nacional, siendo los costos restantes cubiertos por patrocinadores - empresas del condado de Tulcea.

La quinta edición del Festival Internacional "Pez Dorado" ya era una tradición y un estándar de calidad del folclore nacional e internacional.

Desde 1997, el Consejo del Condado de Tulcea también contribuyó al presupuesto del festival (6.5%), mientras que el resto del presupuesto fue cubierto por el Ministerio de Educación (52.4%) y patrocinadores (41.1%). En 1998, el Ministerio de Cultura se unió (11.2%) a un presupuesto total de 355 millones de ROL, y en 1999 se añadió el cofinanciamiento del Conjunto Artístico "Baladas del Delta".

En la octava edición participaron diez conjuntos extranjeros y 14 condados rumanos.

Desde 2004, el Municipio de Tulcea también se convirtió en cofinanciador del Festival Internacional de Folclore para Niños y Jóvenes "Pez Dorado", siendo en los últimos años el mayor cofinanciador.

El gran número de conjuntos folclóricos que solicitaron participación (cada año de implementación) permitió realizar rigurosas selecciones, aceptándose solo aquellos con alta calidad artística. Este festival no ha perdido su atracción, y el número de espectáculos realizados por los jóvenes participantes ha seguido aumentando.

Gracias a este festival, se han presentado en los escenarios de Tulcea conjuntos de todo el mundo: España, Grecia, Turquía, Polonia, Macedonia, Hungría, Armenia, Georgia, Bulgaria, Moldavia, Venezuela, Italia, Eslovaquia, Ucrania, Rusia, Serbia, Croacia, Lituania, Letonia, Chipre, Países Bajos, entre otros. También participaron conjuntos de todas las provincias de Rumanía.

El festival fue organizado todos los años por el Inspectorado Escolar del Condado de Tulcea, el Palacio de Niños y Estudiantes de Tulcea, y en 1999 se unió el Centro Artístico del Condado de Tulcea, ya que el Sr. Stefan Coman fue nombrado director de esta institución, aunque continuó siendo profesor en el Departamento de Conjunto Folclórico del Club Estudiantil y director del festival, además de director del Conjunto Artístico "Baladas del Delta".

Cada edición del festival se organizó como un concurso en dos secciones: nacional y extranjera.

El jurado estuvo compuesto por especialistas en cada área (danza, etnología, música), nombres reconocidos en Radio, TV e instituciones culturales. Ejemplos: Tita Sever, Gheorghe Popescu, Nicolae Nistor, Theodor Vasilescu, Marin Barbu, Eugenia Florea, Florentina Satmari, entre otros.

El festival fue presentado cada año en medios de comunicación locales y nacionales, y es considerado el mayor festival en Rumanía y en el extranjero, habiendo ganado una reputación mundial por su organización y calidad.

A pesar de todo, este festival sigue siendo un componente esencial para el público.

En un momento en el que se debate el tema de la globalización, la identidad europea y su relación con las identidades nacionales, uno de los problemas de los sistemas de comunicación masiva es la capacidad de los medios para sobrevivir en una sociedad a lo largo del tiempo. En una sociedad democrática, el gobierno tiene un rol limitado, la estabilidad y supervivencia de los sistemas de comunicación son más difíciles de identificar, y la comunidad local ocupa un lugar muy importante.

En la actualidad, el Festival de Tulcea "Pez Dorado" ha pasado de una generación a otra, transmitiendo el patrimonio cultural del país, su ideología: una visión del mundo pasado, presente y futuro. Esto es una mezcla de mitos, tradiciones, valores y principios que otorgan a los individuos una identidad étnica o nacional, ayudándoles a descubrirse e integrarse.

Este año 2012, el festival celebra su vigésima edición - Edición Jubileo.
Contacto
Prof. Stefan Coman
Director del Festival
- email: ansamblulartistic@yahoo.com
  aabd_primariatl@yahoo.com
- teléfono: 0240.532.599 / 0744.519.858
- fax: 0240.532.563",str. Mircea Vodanr. 67,2
109,Interne.Festival du folklore «Pestisorul de Aur` `Festival des enfants du folklore,"FESTIVAL INTERNATIONAL DE FOLKLORE
ENFANTS ET JEUNES "POISSON D'OR"
Une célébration de Tulcea - une célébration mondiale, une célébration des traditions du monde entier
1993 – 2015

Il y a de nombreuses années, en 1992, sur la base de l'idée de M. Prof. Stefan Coman, chorégraphe et coordinateur de l'ensemble folklorique pour enfants "Doruletul" du Palais des Enfants et des Étudiants de Tulcea, l'un des plus grands festivals internationaux de folklore pour enfants et jeunes du pays a été fondé, avec pour objectif de créer une véritable célébration du folklore de partout et de réunir les messagers du folklore, les enfants du pays et de l'étranger.

Depuis la première édition (1993), le festival de Tulcea a accueilli sept ensembles folkloriques étrangers (Bulgarie, Grèce, Pologne, Albanie, Géorgie, Russie, Moldavie) et dix ensembles représentant différents départements (Alba, Bacau, Braila, Constanta, Gorj, Olt, Timis, Nasaud, Suceava et Prahova Salaj). Ces ensembles folkloriques ont été rejoints par ceux du département de Tulcea (Isaccea, Cercheza, Gloire, Niculitel, Springs, Grèce, Palais des Enfants de Tulcea).

Organisé par le Club des Étudiants de Tulcea, l'Inspection Scolaire du Département de Tulcea et financé par le Ministère de l'Éducation, avec le soutien financier de nombreuses entreprises, le premier festival s'est avéré être un grand succès, rassemblant une majorité de Tulcéniens. Dès le premier moment du festival, le défilé des costumes folkloriques dans les rues a été bondé, et plus tard, la salle de spectacle a été assiégée par des curieux de tous âges.

Depuis 1995, le Festival est inclus dans le calendrier des festivals internationaux publié annuellement par le Conseil International des Organisations de Festivals Folkloriques (CIOFF), Section B de l'UNESCO.

Le grand nombre de participants a virtuellement contraint les organisateurs, dans les années suivantes, à organiser des représentations en extérieur, hors compétition.

En 1995, le festival a accueilli plus de 1 000 participants venus de dix pays et de 15 départements de Roumanie, financé à 48% par le Ministère de l'Éducation Nationale, le reste des coûts étant pris en charge par les sponsors - des entreprises du département de Tulcea.

La cinquième édition du Festival International "Poisson d'Or" était déjà une tradition et un standard de qualité pour le folklore national et international.

Depuis 1997, le budget du festival a été complété par le Conseil du Département de Tulcea (6,5%), le reste du budget étant couvert par le Ministère de l'Éducation (52,4%) et les sponsors (41,1%). En 1998, le Ministère de la Culture a rejoint l'effort (11,2%) sur un budget total de 355 millions (ROL), et en 1999, le Conjunto Artistique "Balades du Delta" est devenu co-financeur.

La huitième édition a accueilli dix ensembles étrangers et 14 départements roumains.

Depuis 2004, le festival est co-financé par la Municipalité de Tulcea, qui est devenue le principal contributeur au fil des ans.

Le grand nombre d'ensembles folkloriques qui ont demandé à participer chaque année a permis de mener des sélections rigoureuses, n'acceptant que ceux avec un haut niveau artistique. Ce festival n'a pas perdu de son attrait et a continué d'augmenter le nombre de représentations organisées par les jeunes participants.

Grâce à ce festival, des ensembles du monde entier se sont produits sur les scènes de Tulcea : Espagne, Grèce, Turquie, Pologne, Macédoine, Hongrie, Arménie, Géorgie, Bulgarie, Moldavie, Venezuela, Italie, Slovaquie, Ukraine, Russie, Serbie, Croatie, Lituanie, Lettonie, Chypre, Pays-Bas, etc. Des ensembles roumains de toutes les provinces du pays y ont également participé.

Le festival a été organisé chaque année par l'Inspection Scolaire du Département de Tulcea, le Palais des Enfants et des Étudiants de Tulcea, et en 1999, le Centre Artistique du Département de Tulcea les a rejoints, car M. Stefan Coman a été nommé directeur de cette institution. Cependant, il est resté professeur au Département du Club des Étudiants de l'Ensemble Folklorique et directeur du festival, ainsi que directeur du Conjunto Artistique "Balades du Delta".

Chaque édition du festival a été organisée sous forme de concours avec deux sections : roumaine et étrangère.

Le jury était composé de spécialistes dans chaque domaine (danse, ethnologie, musique), des noms célèbres de la radio, de la télévision et des institutions culturelles. Exemples : Tita Sever, Gheorghe Popescu, Nicolae Nistor, Theodor Vasilescu, Marin Barbu, Eugenia Florea, Florentina Satmari, etc.

Le festival a été présenté chaque année dans les médias locaux et nationaux et est considéré comme le plus grand festival en Roumanie et à l'étranger, ayant acquis une réputation mondiale pour son organisation et sa qualité.

Cependant, ce festival reste un élément essentiel pour le public.

À une époque où l'on discute des questions de mondialisation, d'identité européenne et de sa relation avec les identités nationales, l'un des défis des systèmes de communication de masse est leur capacité à survivre au sein d'une société, sur des périodes de temps. Dans une société démocratique, le rôle du gouvernement est limité, et la stabilité et la survie des systèmes de communication sont plus difficiles à identifier. La communauté locale y joue un rôle très important.

Aujourd'hui, le Festival de Tulcea "Poisson d'Or" transmet, de génération en génération, le patrimoine culturel de la nation, son idéologie : une vision du passé, du présent et du futur. Il s'agit d'un mélange de mythes, de traditions, de valeurs et de principes qui donnent aux individus une identité ethnique ou nationale, et les aident à se découvrir et à s'intégrer.

Cette année 2012, le festival célèbre sa vingtième édition - Édition Jubilée.
Contact
Prof. Stefan Coman
Directeur du Festival
- email : ansamblulartistic@yahoo.com
  aabd_primariatl@yahoo.com
- téléphone : 0240.532.599 / 0744.519.858
- fax : 0240.532.563",str. Mircea Vodanr. 67,3
392,International  Children’s and Youth Folkloric Ensembles Festival,"International  Children’s and Youth Folkloric Ensembles Festival
“Dorna, realm of dance  and songs”
The festival is organised each year by the Children’s Club from Vatra Dornei, under the authority of National Education Ministry, City Hall of Vatra Dornei and Suceava County’s Council. The festival is included in the agenda of  manifestations organised for Vatra Dornei’s Fests by the Municipality of Vatra Dornei, and also is included in Agenda of  National Educational Activities of National Education Ministry. The main institutional partner of the festival is the National University of Arts George Enescu, Iasi.
To the contest of  festival are participating each year 10 ensembles from main folkloric regions of Romania.Each participating ensemble must perform a 30 minutes performance consisting of  live orchestral music, vocal music, instrumental music and folkloric dances wich best represent folkloric region they are coming from.Performances are held each day between 1700 and 2100 on the stage organised in our towns’s park, in front of over 500 spectators.
On the first day is organized the parade of popular costumes and a traditional art exhibition during the festival. On the second day of the festival, the workshop Folk songs and dances bring us together is organized on the top of Dealul Negru Mountain,
Starting by 2013 edition, we have invited  folkloric ensembles  from abroad wich are not included in contest but may give a higest value and prestige to the artistic event.","PLACE   MUNICIPAL PARK, 725700, VATRA DORNEI, ROMANIA",1
392,Festival internacional de conjuntos folklóricos para niños y jóvenes,"Dorna, reino de danza y canciones”

El festival es organizado cada año por el Club Infantil de Vatra Dornei, bajo la autoridad del Ministerio de Educación Nacional, el Ayuntamiento de Vatra Dornei y el Consejo del Condado de Suceava. El festival está incluido en la agenda de manifestaciones organizadas para las Fiestas de Vatra Dornei por el Municipio de Vatra Dornei, y también está incluido en la Agenda de Actividades Educativas Nacionales del Ministerio de Educación Nacional. El principal socio institucional del festival es la Universidad Nacional de Artes George Enescu, de Iasi.

En el concurso del festival participan cada año 10 conjuntos de las principales regiones folclóricas de Rumanía. Cada conjunto participante debe realizar una actuación de 30 minutos que consista en música orquestal en vivo, música vocal, música instrumental y danzas folclóricas que mejor representen la región folclórica de la que provienen. Las actuaciones se llevan a cabo cada día entre las 17:00 y las 21:00 en el escenario organizado en el parque de nuestra ciudad, frente a más de 500 espectadores.

El primer día se organiza el desfile de trajes populares y una exposición de arte tradicional durante el festival. En el segundo día del festival, se organiza el taller “Las canciones y danzas folclóricas nos unen” en la cima de la montaña Dealul Negru.

A partir de la edición de 2013, hemos invitado conjuntos folclóricos del extranjero que no participan en el concurso, pero que pueden aportar un mayor valor y prestigio al evento artístico","PLACE   MUNICIPAL PARK, 725700, VATRA DORNEI, ROMANIA",2
392,Festival international d'ensembles folkloriques pour enfants et jeunes,"Festival International des Ensembles Folkloriques pour Enfants et Jeunes
« Dorna, royaume de la danse et des chants »

Le festival est organisé chaque année par le Club des Enfants de Vatra Dornei, sous l’autorité du Ministère de l’Éducation Nationale, de la Mairie de Vatra Dornei et du Conseil du Département de Suceava. Le festival est inclus dans l’agenda des manifestations organisées pour les Fêtes de Vatra Dornei par la Municipalité de Vatra Dornei, et figure également dans l’Agenda des Activités Éducatives Nationales du Ministère de l’Éducation Nationale. Le principal partenaire institutionnel du festival est l’Université Nationale des Arts George Enescu, à Iasi.

Chaque année, 10 ensembles issus des principales régions folkloriques de Roumanie participent au concours du festival. Chaque ensemble participant doit réaliser une performance de 30 minutes, comprenant de la musique orchestrale en direct, de la musique vocale, de la musique instrumentale et des danses folkloriques qui représentent au mieux la région folklorique d’où ils viennent. Les performances ont lieu chaque jour entre 17h00 et 21h00 sur la scène organisée dans le parc de notre ville, devant plus de 500 spectateurs.

Le premier jour, le défilé des costumes traditionnels et une exposition d’art traditionnel sont organisés durant le festival. Le deuxième jour du festival, l’atelier « Les chants et danses folkloriques nous réunissent » est organisé au sommet de la montagne Dealul Negru.

À partir de l’édition 2013, nous avons invité des ensembles folkloriques de l’étranger qui ne participent pas au concours mais qui apportent une plus grande valeur et prestige à l’événement artistique.","PLACE   MUNICIPAL PARK, 725700, VATRA DORNEI, ROMANIA",3
267,SOFIA International Children’s Folklore Festival,"REGULATION

The International Children’s Folklore Festival Sofia 2016 will take place in Sofia, Bulgaria from 1st till 5th June 2016.

The festival aims to present to the wide audience the children’s cultural heritage from different nations through the presentation of traditional folklore dance in an authentic and stylized form.

The festival programme will include:

• Concerts on open stages and indoor scenes in Sofia and the region (depending on the weather conditions);
• Folklore animation by children for children in kindergartens and schools;
• Costume road show;
• Folklore art fair;
• Recreation and sport.

Terms of participation

1. The International Children's Folklore Festival Sofia 2016 is not of a competitive character.

2. The Children’s Ensembles and Groups should meet the participation requirement - to prepare thematically selected folklore dances which represent traditional games, celebrations, rituals, customs and songs from their region.  The programme should be suitable for the age and interpretative abilities of children.

3. The group has to be accompanied by a live orchestra. Performances based on CD recording or electronic instruments are NOT accepted.

4. The age limit of the participants is 8 to 14 years, with the exception of managers and musicians.

5. The group has to prepare performances lasting respectively 30 minutes, 15 minutes and 5 minutes that will be presented on the concerts during the festival. The Ensembles should be ready to present their folklore costumes, traditions, games and customs from their country to the Bulgarian children in English.

6. The group has to participate in all events during the festival.

7. The festival will be filmed by television and recorded on the radio, as participants are not allowed to have any claims for copyright of the photo, video and audio materials.

8. The groups will be allowed to sell their traditional souvenirs and other related to the event items. These should be presented for approval beforehand to the organizers.
9. All groups participating in the festival will receive gifts and diplomas for participation.

10. Transportation costs to and from Bulgaria and in Sofia during the festival are carried by the groups.  It is the group’s responsibility to have their transport available throughout the festival for all festival events.

11. According to the rules of the International Children's Folklore Festival in Sofia, children will be accommodated in hosting families. Each family will host one child.

There is a possible option for HOTEL accommodation; in this case each participant has to pay a participation fee of 30 euro per day (the festival lasts for 5 days).  Confirmation of hotel accommodation has to be submitted no later than 01 March 2016. Receipt of hotel accommodation booking fee is due by 31.03.2016.

12.   The group should not exceed 30 people, including executives, musicians and drivers.   For each person over the limit there is an additional fee of 30 euro per day (the festival lasts for 5 days).

13. The organizers provide the guides for the groups - representatives of the Organizer.

14. Ensemble leaders and guardians are responsible for the children’s behaviour and for any damage done to the accommodation occupied by the ensemble or to any property of the organizers during the Festival.

15. The groups have to arrive before 12:00 noon on 1st June 2016 and depart until 11:00 A.M. on 6th June 2016. The festival does not accept extra expenses for groups arriving earlier or departing later than the announced time.

16. Participants who require an entry visa to Bulgaria, must fulfill the visa requirements by 31st March   2016. The non-execution of this condition will result in cancellation of their application for participation in the Festival.

16. All participants of the festival must have a valid health insurance which includes a hospital treatment cover.

!!! Deadline for applications !!!

The Groups have to submit until February 1, 2016:
1.	Correctly and legible completed application form;
2.	A DVD with recorded performance, which will be presented at the Festival;
3.	history of the group;
4.	advertising materials;
5.	Photos to be used in the Festival advertisement - minimum resolution: 10 cm at 300 dpi, size not less than 800 KB.

 The application form can be downloaded from www.festivalsofia.com

The selected participants will be notified in writing by February 20, 2016. The confirmation of the participation of the ensemble in the Festival is an official written invitation signed by the Director of the Festival.

Only the ensembles with programmes, accepted by the Committee, established by the organizers are allowed to participate in the Festival. The Committee procedure will be carried out on the basis of the video materials sent in by the ensembles.

ORGANIZER
Association ""International Children’s Folklore Festival Sofia""

Organizing Committee of the Association:
Boris Filchev  - President
Milena Tsankova
Ivaylo Parvanov




CO-ORGANIZER
Children’s Dance Ensemble ""Plamache""	OFFICE OF ORGANIZATION:

BULGARIA, Sofia 1113
Geo Milev, bl. 149, ent. 3, Apt. 28
tel: +359 888 210 823, +359 889 927 697
e-mail: festivalsofia@gmail.com
web: www.festivalsofia.com
","Geo Milev, bl. 149 ent. 3, Apt. 28",1
267,Festival Internacional de Folclore Infantil de SOFÍA,"REGLAMENTO

El Festival Internacional de Folclore Infantil Sofia 2016 se llevará a cabo en Sofía, Bulgaria, del 1 al 5 de junio de 2016.

El festival tiene como objetivo presentar al público el patrimonio cultural infantil de diferentes naciones mediante la presentación de danzas folclóricas tradicionales en forma auténtica y estilizada.

El programa del festival incluirá:

• Conciertos en escenarios al aire libre y en salas cubiertas en Sofía y la región (dependiendo de las condiciones climáticas);
• Animación folclórica por parte de los niños para los niños en jardines de infancia y escuelas;
• Desfile de trajes tradicionales;
• Feria de arte folclórico;
• Recreación y deportes.

Condiciones de participación

1. El Festival Internacional de Folclore Infantil Sofia 2016 no tiene carácter competitivo.

2. Los Conjuntos y Grupos Infantiles deben cumplir con el requisito de participación: preparar danzas folclóricas seleccionadas temáticamente que representen juegos tradicionales, celebraciones, rituales, costumbres y canciones de su región. El programa debe ser adecuado para la edad y habilidades interpretativas de los niños.

3. El grupo debe estar acompañado por una orquesta en vivo. No se aceptan actuaciones basadas en grabaciones en CD o instrumentos electrónicos.

4. El límite de edad de los participantes es de 8 a 14 años, con la excepción de los directores y músicos.

5. El grupo debe preparar presentaciones de 30 minutos, 15 minutos y 5 minutos que se mostrarán en los conciertos durante el festival. Los Conjuntos deben estar listos para presentar sus trajes folclóricos, tradiciones, juegos y costumbres de su país a los niños búlgaros en inglés.

6. El grupo debe participar en todos los eventos durante el festival.

7. El festival será filmado para televisión y grabado para radio, y los participantes no podrán hacer reclamos por derechos de autor de los materiales fotográficos, de video o de audio.

8. Los grupos podrán vender sus souvenirs tradicionales y otros artículos relacionados con el evento. Estos deben ser presentados previamente para su aprobación por parte de los organizadores.

9. Todos los grupos participantes en el festival recibirán obsequios y diplomas de participación.

10. Los costos de transporte hacia y desde Bulgaria, y dentro de Sofía durante el festival, serán cubiertos por los grupos. Es responsabilidad de cada grupo tener su transporte disponible durante todo el festival para todos los eventos.

11. Según las reglas del Festival Internacional de Folclore Infantil en Sofía, los niños se alojarán en familias anfitrionas. Cada familia hospedará a un niño.

Existe la opción de alojamiento en HOTEL; en este caso, cada participante debe pagar una tarifa de participación de 30 euros por día (el festival dura 5 días). La confirmación del alojamiento en hotel debe presentarse a más tardar el 1 de marzo de 2016. El recibo del pago de la tarifa de reserva del alojamiento debe presentarse antes del 31 de marzo de 2016.

12. El grupo no debe exceder las 30 personas, incluidos directores, músicos y conductores. Por cada persona adicional se cobrará una tarifa de 30 euros por día (el festival dura 5 días).

13. Los organizadores proporcionarán guías para los grupos - representantes del Organizador.

14. Los líderes de los conjuntos y los tutores son responsables del comportamiento de los niños y de cualquier daño causado en el alojamiento ocupado por el conjunto o en cualquier propiedad de los organizadores durante el Festival.

15. Los grupos deben llegar antes de las 12:00 del mediodía del 1 de junio de 2016 y partir antes de las 11:00 A.M. del 6 de junio de 2016. El festival no cubrirá gastos adicionales para grupos que lleguen antes o se vayan después del tiempo anunciado.

16. Los participantes que necesiten visa de entrada a Bulgaria deben cumplir con los requisitos de visa antes del 31 de marzo de 2016. El incumplimiento de esta condición resultará en la cancelación de su solicitud de participación en el Festival.

16. Todos los participantes del festival deben tener un seguro médico válido que incluya cobertura de tratamiento hospitalario.

!!! Fecha límite para las solicitudes !!!

Los grupos deben presentar hasta el 1 de febrero de 2016:
1.	Formulario de solicitud completado de manera correcta y legible;
2.	Un DVD con una actuación grabada que será presentada en el Festival;
3.	Historia del grupo;
4.	Materiales publicitarios;
5.	Fotografías para ser usadas en la publicidad del Festival - resolución mínima: 10 cm a 300 dpi, tamaño no inferior a 800 KB.

El formulario de solicitud puede descargarse en www.festivalsofia.com

Los participantes seleccionados serán notificados por escrito antes del 20 de febrero de 2016. La confirmación de la participación del conjunto en el Festival es una invitación oficial firmada por el Director del Festival.

Solo los conjuntos cuyos programas sean aceptados por el Comité, establecido por los organizadores, podrán participar en el Festival. El procedimiento del Comité se llevará a cabo en función de los materiales en video enviados por los conjuntos.

ORGANIZADOR
Asociación "Festival Internacional de Folclore Infantil Sofia"

Comité Organizador de la Asociación:
Boris Filchev  - Presidente
Milena Tsankova
Ivaylo Parvanov

COORGANIZADOR
Conjunto de Danza Infantil "Plamache"
OFICINA DE ORGANIZACIÓN:

BULGARIA, Sofía 1113
Geo Milev, bl. 149, ent. 3, Apt. 28
Tel: +359 888 210 823, +359 889 927 697
E-mail: festivalsofia@gmail.com
Web: www.festivalsofia.com","Geo Milev, bl. 149 ent. 3, Apt. 28",2
267,Festival International de Folklore pour Enfants de SOFIA.,"RÈGLEMENT

Le Festival International de Folklore pour Enfants Sofia 2016 se déroulera à Sofia, Bulgarie, du 1er au 5 juin 2016.

Le festival vise à présenter au grand public le patrimoine culturel des enfants de différentes nations à travers la présentation de danses folkloriques traditionnelles sous une forme authentique et stylisée.

Le programme du festival comprendra :

• Des concerts sur des scènes en plein air et des scènes intérieures à Sofia et dans la région (en fonction des conditions météorologiques) ;
• Des animations folkloriques par des enfants pour des enfants dans des écoles maternelles et primaires ;
• Un défilé de costumes ;
• Une foire d'art folklorique ;
• Loisirs et sport.

Conditions de participation

1. Le Festival International de Folklore pour Enfants Sofia 2016 n'a pas de caractère compétitif.

2. Les ensembles et groupes d'enfants doivent répondre aux critères de participation : préparer des danses folkloriques thématiquement sélectionnées qui représentent des jeux traditionnels, des célébrations, des rituels, des coutumes et des chansons de leur région. Le programme doit être adapté à l'âge et aux capacités d'interprétation des enfants.

3. Le groupe doit être accompagné d'un orchestre en direct. Les performances basées sur un enregistrement CD ou des instruments électroniques ne sont PAS acceptées.

4. La limite d'âge des participants est de 8 à 14 ans, à l'exception des directeurs et des musiciens.

5. Le groupe doit préparer des performances d'une durée respective de 30 minutes, 15 minutes et 5 minutes qui seront présentées lors des concerts durant le festival. Les ensembles doivent être prêts à présenter leurs costumes folkloriques, traditions, jeux et coutumes de leur pays aux enfants bulgares en anglais.

6. Le groupe doit participer à tous les événements durant le festival.

7. Le festival sera filmé par la télévision et enregistré pour la radio, et les participants ne pourront faire aucune réclamation concernant les droits d'auteur des matériaux photo, vidéo et audio.

8. Les groupes seront autorisés à vendre leurs souvenirs traditionnels et autres objets liés à l'événement. Ceux-ci doivent être présentés au préalable aux organisateurs pour approbation.

9. Tous les groupes participants au festival recevront des cadeaux et des diplômes de participation.

10. Les frais de transport vers et depuis la Bulgarie, ainsi que ceux à Sofia pendant le festival, sont à la charge des groupes. Il est de la responsabilité du groupe de disposer de son transport pour tous les événements du festival.

11. Selon les règles du Festival International de Folklore pour Enfants à Sofia, les enfants seront hébergés dans des familles d'accueil. Chaque famille accueillera un enfant.

Il existe une option possible pour un hébergement en HÔTEL ; dans ce cas, chaque participant doit payer des frais de participation de 30 euros par jour (le festival dure 5 jours). La confirmation de l'hébergement en hôtel doit être soumise avant le 1er mars 2016. Le paiement des frais de réservation d'hébergement doit être effectué avant le 31 mars 2016.

12. Le groupe ne doit pas dépasser 30 personnes, y compris les directeurs, musiciens et chauffeurs. Pour chaque personne au-delà de cette limite, des frais supplémentaires de 30 euros par jour seront appliqués (le festival dure 5 jours).

13. Les organisateurs fournissent des guides pour les groupes - représentants de l'Organisateur.

14. Les chefs d'ensemble et les accompagnateurs sont responsables du comportement des enfants et des éventuels dommages causés à l'hébergement occupé par l'ensemble ou à toute propriété des organisateurs pendant le Festival.

15. Les groupes doivent arriver avant 12h00 le 1er juin 2016 et partir avant 11h00 le 6 juin 2016. Le festival n'accepte pas de frais supplémentaires pour les groupes arrivant plus tôt ou partant plus tard que l'heure annoncée.

16. Les participants nécessitant un visa d'entrée en Bulgarie doivent remplir les conditions requises avant le 31 mars 2016. Le non-respect de cette condition entraînera l'annulation de leur candidature au Festival.

16. Tous les participants du festival doivent avoir une assurance santé valide incluant une couverture pour traitement hospitalier.

!!! Date limite pour les candidatures !!!

Les groupes doivent soumettre avant le 1er février 2016 :
1. Un formulaire de candidature rempli correctement et lisiblement ;
2. Un DVD avec une performance enregistrée qui sera présentée lors du Festival ;
3. L'historique du groupe ;
4. Des matériaux publicitaires ;
5. Des photos à utiliser pour la publicité du Festival - résolution minimum : 10 cm à 300 dpi, taille supérieure à 800 KB.

Le formulaire de candidature peut être téléchargé sur www.festivalsofia.com

Les participants sélectionnés seront informés par écrit avant le 20 février 2016. La confirmation de la participation de l'ensemble au Festival est une invitation officielle signée par le Directeur du Festival.

Seuls les ensembles dont les programmes sont acceptés par le Comité, établi par les organisateurs, sont autorisés à participer au Festival. La procédure du Comité sera effectuée sur la base des matériaux vidéo envoyés par les ensembles.

ORGANISATEUR
Association "Festival International de Folklore pour Enfants Sofia"

Comité d'organisation de l'Association :
Boris Filchev - Président
Milena Tsankova
Ivaylo Parvanov

COORGANISATEUR
Ensemble de Danse pour Enfants "Plamache"
BUREAU DE L'ORGANISATION :

BULGARIE, Sofia 1113
Geo Milev, bl. 149, ent. 3, Apt. 28
Tél : +359 888 210 823, +359 889 927 697
E-mail : festivalsofia@gmail.com
Site web : www.festivalsofia.com","Geo Milev, bl. 149 ent. 3, Apt. 28",3
605,RADNEVO International Folklore Festival of Instrumental and Dance Groups,"INTERNATIONAL FOLKLORE FESTIVAL of Instrumental and Dance Groups is held in September in the town of Radnevo. The first edition of the festival dates back to 1998.
During the years of its existence, it was formed as a festival of instrumental and dance art, aiming to promote the richness of folk culture of different countries by folk groups presenting the most valuable and authentic cultural values through singing, music, dances, rituals and folk customs.
The festival takes place in the city of Radnevo and the Thracian region of Bulgaria. The area is popular for its cultural and historical attractions, beautiful natural area and modern infrastructure.
The main principles of the festival are to explore the cultural heritage of different nations and to establish cooperation and exchange of experience between Bulgarian and foreign groups.
Groups and dance ensembles from Russia, Ukraine, Turkey, Poland, Sweden, France, Serbia, Germany, Hungary, Georgia, Romania, Greece, Macedonia and others have visited our festival stage.
Members of folklore ensembles and traditional folk dance groups composed of young people and adults, guardians of their traditions from different areas abroad, are invited.
Songs, music and dances are required to be presented in their traditional form, combined with rituals, customs, work and play. The character of the spectacle should function naturally in traditional local culture.
The festival includes songs, dances, live music, customs and traditional Bulgarian cuisine.
You can present authentic, traditional or processed folklore of your country.",,1
